Placement,Origin,Destination,Advertiser Origin,Advertiser Destination,Average CPC (USD),Average Rank,First Rank Bid (USD),Third Rank Bid (USD),6th Rank Bid (USD),9th Rank Bid (USD),Est. Clicks,Est. Impressions,Est. Spend (USD)
FlyDealFarePanelDOW_US_FPCMP2,ORL,DEL,ORL,DEL,1.2,2,1.56,1.21,1.21,1.21,1,1,1.2
FlyDealFarePanelDOW_US_FPCMP2,ORL,COK,ORL,COK,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,ORD,COK,ORD,COK,1.2,2,2.01,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,ORD,AMD,ORD,AMD,1.2,2,1.25,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,NYC,HYD,NYC,HYD,1.26,2,1.56,1.27,1.27,1.27,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,NYC,BOM,NYC,BOM,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,MSY,DEL,MSY,DEL,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,MSP,BLR,MSP,BLR,1.2,3,2.02,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,MAA,NYC,MAA,NYC,0.3,6,1.02,0.65,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,LAX,MAA,LAX,MAA,1.2,3,2.75,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,LAX,HYD,LAX,HYD,1.2,2,1.56,1.21,1.21,1.21,1,1,0.6
FlyDealFarePanelDOW_US_FPCMP2,LAX,DEL,LAX,DEL,1.41,3.55,4.1,1.77,1.42,1.42,1,2,0.7
FlyDealFarePanelDOW_US_FPCMP2,LAX,BOM,LAX,BOM,1.2,2.55,2.52,1.21,1.21,1.21,1,4,0.6
FlyDealFarePanelDOW_US_FPCMP2,LAX,BLR,LAX,BLR,1.2,2.85,3.17,1.24,1.21,1.21,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,LAX,ATQ,LAX,ATQ,1.2,2,1.56,1.21,1.21,1.21,1,1,0.6
FlyDealFarePanelDOW_US_FPCMP2,JFK,DEL,JFK,DEL,1.17,4,2.52,1.19,1.18,1.18,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,JFK,BOM,JFK,BOM,1.17,2,1.27,1.18,1.18,1.18,1,1,1.17
FlyDealFarePanelDOW_US_FPCMP2,JAX,DEL,JAX,DEL,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,IAH,MAA,IAH,MAA,1.2,2,1.25,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,IAH,AMD,IAH,AMD,1.2,2,1.25,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,IAD,IXM,IAD,IXM,1.2,1,1.2,1.21,1.21,1.21,1,2,0.6
FlyDealFarePanelDOW_US_FPCMP2,IAD,HYD,IAD,HYD,1.2,2,1.48,1.21,1.21,1.21,1,1,0.6
FlyDealFarePanelDOW_US_FPCMP2,IAD,DEL,IAD,DEL,1.19,2,1.49,1.2,1.2,1.2,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,IAD,BLR,IAD,BLR,1.2,2,1.48,1.21,1.21,1.21,1,1,0.6
FlyDealFarePanelDOW_US_FPCMP2,HYD,MIA,HYD,MIA,0.3,3,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,HYD,LAX,HYD,LAX,0.3,3,1.02,0.31,0.31,0.31,1,1,0.15
FlyDealFarePanelDOW_US_FPCMP2,HYD,DTW,HYD,DTW,0.3,4,1.03,0.65,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,HYD,CMH,HYD,CMH,0.3,3,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,HYD,CLT,HYD,CLT,0.3,3,1.02,0.31,0.31,0.31,0,3,0
FlyDealFarePanelDOW_US_FPCMP2,HYD,CHI,HYD,CHI,0.3,4,1.02,0.58,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,HYD,AUS,HYD,AUS,0.3,3,1.02,0.31,0.31,0.31,0,4,0
FlyDealFarePanelDOW_US_FPCMP2,HOU,HYD,HOU,HYD,1.2,2.48,2.02,1.21,1.21,1.21,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,FLL,AMD,FLL,AMD,1.2,2,1.25,1.21,1.21,1.21,1,1,1.2
FlyDealFarePanelDOW_US_FPCMP2,EWR,MAA,EWR,MAA,1.26,2,1.56,1.27,1.27,1.27,1,3,0.63
FlyDealFarePanelDOW_US_FPCMP2,EWR,IDR,EWR,IDR,1.2,2,1.56,1.21,1.21,1.21,1,1,0.6
FlyDealFarePanelDOW_US_FPCMP2,DFW,VTZ,DFW,VTZ,1.2,2,1.27,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DFW,MAA,DFW,MAA,1.26,2,2.52,1.27,1.27,1.27,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,DFW,HYD,DFW,HYD,1.2,2.86,3.87,1.61,1.21,1.21,2,5,2.4
FlyDealFarePanelDOW_US_FPCMP2,DFW,BLR,DFW,BLR,1.2,2.6,2.02,1.21,1.21,1.21,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,SJC,DEL,SJC,0.3,5,1.02,0.56,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,SEA,DEL,SEA,0.3,5,1.02,0.51,0.31,0.31,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,PHX,DEL,PHX,0.3,8,1.03,0.56,0.41,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,NYC,DEL,NYC,0.3,8,1.6,0.65,0.51,0.31,1,1,0.15
FlyDealFarePanelDOW_US_FPCMP2,DEL,JFK,DEL,JFK,1.17,2.56,1.71,1.18,1.18,1.18,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,DFW,DEL,DFW,0.3,6.5,1.02,0.76,0.48,0.31,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,DAY,DEL,DAY,0.3,5,1.02,0.56,0.31,0.31,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,ATL,DEL,ATL,0.3,6,1.17,0.76,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,CLE,DEL,CLE,DEL,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,CHI,HYD,CHI,HYD,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,CCU,MSP,CCU,MSP,0.3,2,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,CCU,CMI,CCU,CMI,0.3,2,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,BOS,BOM,BOS,BOM,1.2,2,1.89,1.21,1.21,1.21,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,BOM,RDU,BOM,RDU,0.3,3,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,BOM,NYC,BOM,NYC,0.3,4,1.02,0.63,0.31,0.31,1,1,0.15
FlyDealFarePanelDOW_US_FPCMP2,BOM,LBB,BOM,LBB,0.3,2,1.02,0.31,0.31,0.31,0,3,0
FlyDealFarePanelDOW_US_FPCMP2,BOM,CHI,BOM,CHI,0.3,3,1.02,0.31,0.31,0.31,1,1,0.15
FlyDealFarePanelDOW_US_FPCMP2,BOM,BOS,BOM,BOS,0.3,4,1.02,0.65,0.31,0.31,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,BNA,HYD,BNA,HYD,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,BLR,SFO,BLR,SFO,0.3,4,1.02,0.65,0.31,0.31,0,4,0
FlyDealFarePanelDOW_US_FPCMP2,BLR,SEA,BLR,SEA,0.3,6,1.09,0.65,0.31,0.31,1,1,0.15
FlyDealFarePanelDOW_US_FPCMP2,BLR,RAP,BLR,RAP,0.3,2,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,BLR,DAL,BLR,DAL,0.3,4,1.02,0.58,0.31,0.31,1,1,0.15
FlyDealFarePanelDOW_US_FPCMP2,BLR,BOI,BLR,BOI,0.3,2,1.02,0.31,0.31,0.31,1,1,0.15
FlyDealFarePanelDOW_US_FPCMP2,AUS,HYD,AUS,HYD,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,AUS,BOM,AUS,BOM,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,AUS,BLR,AUS,BLR,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,ATL,CCU,ATL,CCU,1.2,2,1.56,1.21,1.21,1.21,2,2,1.8
FlyDealFarePanelDOW_US_FPCMP2,ATL,BOM,ATL,BOM,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelM_US_FPCMP2,WAS,HYD,WAS,HYD,1,1,1,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,WAS,COK,WAS,COK,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,WAS,BLR,WAS,BLR,1,1,1,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,WAS,ATQ,WAS,ATQ,1,1,1,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,VTZ,SEA,VTZ,SEA,0.45,4,1.22,0.61,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,VTZ,DFW,VTZ,DFW,0.45,3.74,1.22,0.61,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,VNS,NYC,VNS,NYC,0.45,1,0.45,0.46,0.46,0.46,1,1,0.45
FlyDealFarePanelM_US_FPCMP2,USA,DEL,USA,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,TYS,DEL,TYS,DEL,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,TYS,AMD,TYS,AMD,1,2,1.22,1.01,1.01,1.01,3,3,3
FlyDealFarePanelM_US_FPCMP2,TUL,AMD,TUL,AMD,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,TSS,DEL,TSS,DEL,1,1,1,1.01,1.01,1.01,2,5,2
FlyDealFarePanelM_US_FPCMP2,TPA,HYD,TPA,HYD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,TPA,DEL,TPA,DEL,1,2.22,1.22,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,TPA,BLR,TPA,BLR,1,2.59,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SYR,LKO,SYR,LKO,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SYR,BLR,SYR,BLR,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,STL,VGA,STL,VGA,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,STL,HYD,STL,HYD,1,2,1.22,1.01,1.01,1.01,0,10,0
FlyDealFarePanelM_US_FPCMP2,SLC,BOM,SLC,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SJC,DEL,SJC,DEL,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,SFO,MAA,SFO,MAA,1,2.12,1.22,1.01,1.01,1.01,0,8,0
FlyDealFarePanelM_US_FPCMP2,SFO,IXC,SFO,IXC,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,SEA,VTZ,SEA,VTZ,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SEA,TRZ,SEA,TRZ,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SEA,MAA,SEA,MAA,1,3,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,SEA,BLR,SEA,BLR,1,2,1.22,1.01,1.01,1.01,0,10,0
FlyDealFarePanelM_US_FPCMP2,SEA,AMD,SEA,AMD,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,SDF,BOM,SDF,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SAT,MAA,SAT,MAA,1,1,1,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,SAT,HYD,SAT,HYD,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SAN,HYD,SAN,HYD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,ROC,BLR,ROC,BLR,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,ROC,ATQ,ROC,ATQ,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,RDU,MAA,RDU,MAA,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,RDU,HYD,RDU,HYD,1,2,1.22,1.01,1.01,1.01,1,5,1
FlyDealFarePanelM_US_FPCMP2,PNQ,EWR,PNQ,EWR,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,PIT,AMD,PIT,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,PHX,CCU,PHX,CCU,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,PHX,ATQ,PHX,ATQ,1,2,1.22,1.01,1.01,1.01,2,2,2
FlyDealFarePanelM_US_FPCMP2,PHL,VTZ,PHL,VTZ,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,PHL,MAA,PHL,MAA,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,ORL,COK,ORL,COK,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORL,BOM,ORL,BOM,1,1.6,1.01,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,ORL,AMD,ORL,AMD,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORD,VGA,ORD,VGA,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,ORD,IXB,ORD,IXB,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,ORD,HYD,ORD,HYD,1,2.06,1.22,1.01,1.01,1.01,0,19,0
FlyDealFarePanelM_US_FPCMP2,ORD,DEL,ORD,DEL,1,2.33,1.22,1.01,1.01,1.01,3,17,3
FlyDealFarePanelM_US_FPCMP2,ORD,CJB,ORD,CJB,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,ORD,AMD,ORD,AMD,1,3.07,1.33,1.01,1.01,1.01,4,36,4
FlyDealFarePanelM_US_FPCMP2,OKC,BOM,OKC,BOM,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,OAK,DEL,OAK,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,NYC,VGA,NYC,VGA,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,NYC,STV,NYC,STV,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,NYC,IXU,NYC,IXU,1,2,1.01,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,NYC,DEL,NYC,DEL,1,1.08,1.22,1.01,1.01,1.01,4,24,4
FlyDealFarePanelM_US_FPCMP2,NYC,CCU,NYC,CCU,1,1,1,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,NYC,BOM,NYC,BOM,1,2.16,1.46,1.01,1.01,1.01,1,14,1
FlyDealFarePanelM_US_FPCMP2,NYC,BLR,NYC,BLR,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,NYC,ATQ,NYC,ATQ,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,NAG,JMC,NAG,JMC,0.45,1,0.45,0.46,0.46,0.46,1,1,0.45
FlyDealFarePanelM_US_FPCMP2,MSY,HYD,MSY,HYD,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,MSP,COK,MSP,COK,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,MSP,BOM,MSP,BOM,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,MSP,BLR,MSP,BLR,1,2.25,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,MSP,BHO,MSP,BHO,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,MLK,COK,MLK,COK,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MKC,NAG,MKC,NAG,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MIA,MAA,MIA,MAA,1,2,1.22,1.01,1.01,1.01,0,6,0
FlyDealFarePanelM_US_FPCMP2,MIA,BOM,MIA,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,MIA,BLR,MIA,BLR,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,MEM,HYD,MEM,HYD,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelM_US_FPCMP2,MEM,BOM,MEM,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,MCO,DEL,MCO,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,MCO,BOM,MCO,BOM,1,2.72,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,MCO,AMD,MCO,AMD,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelM_US_FPCMP2,MCI,HYD,MCI,HYD,1,2.45,1.22,1.01,1.01,1.01,0,9,0
FlyDealFarePanelM_US_FPCMP2,MCI,DEL,MCI,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,MCI,AMD,MCI,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,MAA,ORD,MAA,ORD,0.45,2.84,1.22,0.65,0.46,0.46,2,4,0.9
FlyDealFarePanelM_US_FPCMP2,MAA,IAH,MAA,IAH,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,MAA,DTW,MAA,DTW,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,MAA,DFW,MAA,DFW,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,MAA,CHI,MAA,CHI,0.45,1,0.45,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,LGA,HYD,LGA,HYD,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,LGA,DEL,LGA,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,LGA,AMD,LGA,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,LEX,DEL,LEX,DEL,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelM_US_FPCMP2,LAX,VGA,LAX,VGA,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,LAX,LKO,LAX,LKO,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,LAX,IXC,LAX,IXC,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,LAX,HYD,LAX,HYD,1,3.5,1.23,1.01,1.01,1.01,1,8,1
FlyDealFarePanelM_US_FPCMP2,LAX,CCU,LAX,CCU,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAX,ATQ,LAX,ATQ,1,2.13,1.22,1.01,1.01,1.01,1,9,1
FlyDealFarePanelM_US_FPCMP2,LAX,AMD,LAX,AMD,1,2,1.22,1.01,1.01,1.01,2,12,2
FlyDealFarePanelM_US_FPCMP2,LAS,BLR,LAS,BLR,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelM_US_FPCMP2,JFK,TRV,JFK,TRV,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,JFK,MAA,JFK,MAA,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,JFK,HYD,JFK,HYD,1,2,1.22,1.01,1.01,1.01,1,5,1
FlyDealFarePanelM_US_FPCMP2,JFK,DEL,JFK,DEL,1,2.82,1.22,1.01,1.01,1.01,3,44,3
FlyDealFarePanelM_US_FPCMP2,JFK,BOM,JFK,BOM,1,2,1.22,1.01,1.01,1.01,4,18,4
FlyDealFarePanelM_US_FPCMP2,JFK,BDQ,JFK,BDQ,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelM_US_FPCMP2,JFK,ATQ,JFK,ATQ,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,JFK,AMD,JFK,AMD,1,2.75,1.22,1.01,1.01,1.01,0,22,0
FlyDealFarePanelM_US_FPCMP2,JAN,MAA,JAN,MAA,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IXU,CHI,IXU,CHI,0.45,1,0.45,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,IXJ,CHI,IXJ,CHI,0.45,1,0.45,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,IXE,ORD,IXE,ORD,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,IND,AMD,IND,AMD,1,2.68,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,ICT,AMD,ICT,AMD,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,IAH,COK,IAH,COK,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelM_US_FPCMP2,IAH,CCU,IAH,CCU,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,IAD,VGA,IAD,VGA,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,IAD,HYD,IAD,HYD,1,2,1.22,1.01,1.01,1.01,2,20,2
FlyDealFarePanelM_US_FPCMP2,IAD,BOM,IAD,BOM,1,2.07,1.22,1.01,1.01,1.01,1,14,1
FlyDealFarePanelM_US_FPCMP2,HYD,WAS,HYD,WAS,0.45,1,0.45,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,USA,HYD,USA,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,RDU,HYD,RDU,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,PHL,HYD,PHL,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,OKC,HYD,OKC,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,NYC,HYD,NYC,0.45,2,0.46,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,MCO,HYD,MCO,0.45,2,1.22,0.46,0.46,0.46,1,1,0.45
FlyDealFarePanelM_US_FPCMP2,HYD,LAS,HYD,LAS,0.45,3,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HYD,JFK,HYD,JFK,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,HOU,HYD,HOU,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,DTW,HYD,DTW,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,DFW,HYD,DFW,0.45,2.14,1.22,0.46,0.46,0.46,0,7,0
FlyDealFarePanelM_US_FPCMP2,HYD,CLT,HYD,CLT,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,HOU,MAA,HOU,MAA,1,2.36,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,HOU,BOM,HOU,BOM,1,2.09,1.22,1.01,1.01,1.01,1,11,1
FlyDealFarePanelM_US_FPCMP2,HOU,AMD,HOU,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,FNT,AMD,FNT,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,FMY,MAA,FMY,MAA,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,FLL,HYD,FLL,HYD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,FAR,DEL,FAR,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,EWR,VGA,EWR,VGA,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,EWR,IXE,EWR,IXE,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,EWR,HYD,EWR,HYD,1,2,1.22,1.01,1.01,1.01,0,10,0
FlyDealFarePanelM_US_FPCMP2,EWR,DEL,EWR,DEL,1,3.77,1.22,1.01,1.01,1.01,1,29,1
FlyDealFarePanelM_US_FPCMP2,EWR,BLR,EWR,BLR,1,2.34,1.22,1.01,1.01,1.01,1,5,1
FlyDealFarePanelM_US_FPCMP2,EWR,BDQ,EWR,BDQ,1,2,1.22,1.01,1.01,1.01,0,6,0
FlyDealFarePanelM_US_FPCMP2,EWK,HYD,EWK,HYD,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DTW,VTZ,DTW,VTZ,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,DTW,BLR,DTW,BLR,1,2,1.22,1.01,1.01,1.01,0,2,0
